日期,开盘,收盘,最高,最低,成交量,成交额,振幅,涨跌幅,涨跌额,换手率,股票代码
2024-01-11,164.13,164.1,164.16,162.44,11919498,2022664240.0,1.04,-0.44,-0.72,0.41,106.JPM
2024-01-12,167.6,162.85,170.11,162.7,19436504,3335562592.0,4.52,-0.76,-1.25,0.68,106.JPM
2024-01-16,158.67,161.79,161.89,158.1,17206420,2870121136.0,2.33,-0.65,-1.06,0.6,106.JPM
2024-01-17,161.14,160.89,162.87,160.29,11107466,1860352336.0,1.59,-0.56,-0.9,0.39,106.JPM
2024-01-18,160.92,161.22,161.33,159.04,9382255,1563058848.0,1.42,0.21,0.33,0.33,106.JPM
2024-01-19,161.35,164.11,164.37,160.88,13115664,2222322464.0,2.16,1.79,2.89,0.46,106.JPM
2024-01-22,164.26,163.91,165.78,163.51,12837505,2190407520.0,1.38,-0.12,-0.2,0.45,106.JPM
2024-01-23,163.47,162.79,163.55,162.24,8360829,1413629888.0,0.8,-0.68,-1.12,0.29,106.JPM
2024-01-24,163.16,164.3,164.81,162.663,9967060,1697720528.0,1.32,0.93,1.51,0.35,106.JPM
2024-01-25,166.11,166.74,166.79,164.705,8873481,1528778432.0,1.27,1.49,2.44,0.31,106.JPM
2024-01-26,166.41,166.08,166.86,165.58,7442955,1283194272.0,0.77,-0.4,-0.66,0.26,106.JPM
2024-01-29,166.04,166.53,166.64,165.1,6971192,1200794432.0,0.93,0.27,0.45,0.24,106.JPM
2024-01-30,166.63,170.07,170.56,166.63,10822075,1899941376.0,2.36,2.13,3.54,0.38,106.JPM
2024-01-31,170.0,168.16,172.1,168.14,11521820,2025945920.0,2.33,-1.12,-1.91,0.4,106.JPM
2024-02-01,167.44,167.53,168.64,165.23,9354798,1620341776.0,2.03,-0.37,-0.63,0.32,106.JPM
2024-02-02,167.1,168.53,169.616,167.06,8607839,1504533936.0,1.53,0.6,1.0,0.3,106.JPM
2024-02-05,167.66,168.3,168.89,166.72,7820160,1362972592.0,1.29,-0.14,-0.23,0.27,106.JPM
2024-02-06,168.41,168.9,169.67,167.56,6765684,1182025136.0,1.25,0.36,0.6,0.23,106.JPM
2024-02-07,169.49,169.23,169.67,167.76,7225478,1265240432.0,1.13,0.2,0.33,0.25,106.JPM
2024-02-08,168.8,168.6,169.106,167.37,6060285,1057423200.0,1.03,-0.37,-0.63,0.21,106.JPM
2024-02-09,168.8,168.81,168.9,167.473,6296729,1100061312.0,0.85,0.12,0.21,0.22,106.JPM
2024-02-12,168.58,169.59,170.608,167.5,8539316,1500939648.0,1.84,0.46,0.78,0.3,106.JPM
2024-02-13,169.12,168.06,170.03,166.415,8397631,1462671424.0,2.13,-0.9,-1.53,0.29,106.JPM
2024-02-14,168.87,169.83,169.9,168.22,7056664,1237902160.0,1.0,1.05,1.77,0.24,106.JPM
2020-01-02,5.861,5.89,5.89,5.81,5941969,1418269216.0,1.39,1.99,0.115,0.97,105.NVDA
2020-01-03,5.77,5.794,5.838,5.745,5144308,1216116144.0,1.58,-1.63,-0.096,0.84,105.NVDA
2020-01-06,5.7,5.819,5.824,5.674,6572812,1547604784.0,2.59,0.43,0.025,1.07,105.NVDA
2020-01-07,5.847,5.89,5.936,5.802,7980144,1914720064.0,2.3,1.22,0.071,1.3,105.NVDA
2020-01-08,5.886,5.902,5.943,5.846,6931017,1665615936.0,1.65,0.2,0.012,1.13,105.NVDA
2020-01-09,5.988,5.968,6.04,5.914,6386053,1555876944.0,2.13,1.12,0.066,1.04,105.NVDA
2020-01-10,6.075,6.0,6.106,5.986,7911560,1947508160.0,2.01,0.54,0.032,1.29,105.NVDA
2020-01-13,6.084,6.192,6.217,6.061,8008451,2007390848.0,2.6,3.2,0.192,1.31,105.NVDA
2020-01-14,6.149,6.074,6.174,6.061,8989483,2233662960.0,1.82,-1.91,-0.118,1.47,105.NVDA
2020-01-15,6.087,6.031,6.109,6.005,6577636,1619661136.0,1.71,-0.71,-0.043,1.07,105.NVDA
2020-01-16,6.085,6.115,6.121,6.062,7104791,1762262496.0,0.98,1.39,0.084,1.16,105.NVDA
2020-01-17,6.135,6.124,6.142,6.076,6344764,1578579216.0,1.08,0.15,0.009,1.04,105.NVDA
2020-01-21,6.087,6.091,6.124,6.056,5447925,1351608176.0,1.11,-0.54,-0.033,0.89,105.NVDA
2020-01-22,6.136,6.143,6.232,6.117,5980967,1503673024.0,1.89,0.85,0.052,0.98,105.NVDA
2020-01-23,6.185,6.214,6.222,6.096,6112861,1535634336.0,2.05,1.16,0.071,1.0,105.NVDA
2020-01-24,6.33,6.154,6.38,6.1,9337839,2363382288.0,4.51,-0.97,-0.06,1.53,105.NVDA
2020-01-27,5.848,5.897,5.948,5.698,11763354,2819111232.0,4.06,-4.18,-0.257,1.92,105.NVDA
2020-01-28,5.963,6.091,6.124,5.91,7774401,1910550800.0,3.63,3.29,0.194,1.27,105.NVDA
2020-01-29,6.077,6.031,6.113,5.991,6486279,1595766624.0,2.0,-0.99,-0.06,1.06,105.NVDA
2020-01-30,5.932,6.037,6.051,5.877,7262590,1765803088.0,2.89,0.1,0.006,1.19,105.NVDA
2020-01-31,5.991,5.803,6.003,5.761,9260493,2205241664.0,4.01,-3.88,-0.234,1.51,105.NVDA
2020-02-03,5.785,5.9,5.92,5.778,6398205,1533494624.0,2.45,1.67,0.097,1.04,105.NVDA
2020-02-04,6.043,6.07,6.09,5.993,6788589,1672913664.0,1.64,2.88,0.17,1.11,105.NVDA
2020-02-05,6.192,6.161,6.202,6.077,5205502,1301894880.0,2.06,1.5,0.091,0.85,105.NVDA
2020-02-06,6.196,6.248,6.248,6.114,5457051,1376712432.0,2.17,1.41,0.087,0.89,105.NVDA
2020-02-07,6.208,6.182,6.23,6.156,4743803,1195184464.0,1.18,-1.06,-0.066,0.77,105.NVDA
2020-02-10,6.205,6.466,6.467,6.2,13240194,3436698848.0,4.32,4.59,0.284,2.16,105.NVDA
2020-02-11,6.575,6.589,6.705,6.513,15963922,4297986048.0,2.97,1.9,0.123,2.61,105.NVDA
2020-02-12,6.642,6.706,6.712,6.603,9366118,2539035072.0,1.65,1.78,0.117,1.53,105.NVDA
2020-02-13,6.647,6.662,6.729,6.62,13200384,3584363104.0,1.63,-0.66,-0.044,2.16,105.NVDA
2020-02-14,7.074,7.137,7.266,7.042,26048093,7559706880.0,3.36,7.13,0.475,4.25,105.NVDA
2020-02-18,7.033,7.306,7.325,7.014,15547025,4543345152.0,4.36,2.37,0.169,2.54,105.NVDA
2020-02-19,7.429,7.76,7.777,7.429,17358281,5387489792.0,4.76,6.21,0.454,2.83,105.NVDA
2020-02-20,7.711,7.61,7.8,7.301,20251259,6247681792.0,6.43,-1.93,-0.15,3.31,105.NVDA
2020-02-21,7.497,7.244,7.522,7.159,19232331,5701324288.0,4.77,-4.81,-0.366,3.14,105.NVDA
2020-02-24,6.647,6.724,6.939,6.592,21422873,5909473792.0,4.79,-7.18,-0.52,3.5,105.NVDA
2020-02-25,6.8,6.443,6.862,6.341,26387442,6976663296.0,7.75,-4.18,-0.281,4.31,105.NVDA
2020-02-26,6.444,6.583,6.778,6.442,18741536,5053961728.0,5.21,2.17,0.14,3.06,105.NVDA
2020-02-27,6.269,6.211,6.571,6.118,22660373,5845187328.0,6.88,-5.65,-0.372,3.7,105.NVDA
2020-02-28,5.958,6.648,6.708,5.941,28366882,7365064448.0,12.35,7.04,0.437,4.63,105.NVDA
2020-03-02,6.819,6.807,6.836,6.421,22268639,6030242048.0,6.24,2.39,0.159,3.64,105.NVDA
2020-03-03,6.863,6.543,6.923,6.458,16319828,4426803200.0,6.83,-3.88,-0.264,2.66,105.NVDA
2020-03-04,6.651,7.009,7.018,6.576,14935184,4134603376.0,6.76,7.12,0.466,2.44,105.NVDA
2020-03-05,6.809,6.728,6.976,6.684,13508187,3731008224.0,4.17,-4.01,-0.281,2.21,105.NVDA
2020-03-06,6.548,6.547,6.606,6.346,12885307,3391190960.0,3.86,-2.69,-0.181,2.1,105.NVDA
2020-03-09,5.894,6.032,6.381,5.851,15353960,3830534128.0,8.1,-7.87,-0.515,2.51,105.NVDA
2020-03-10,6.31,6.423,6.423,6.046,14516218,3697044656.0,6.25,6.48,0.391,2.37,105.NVDA
2020-03-11,6.283,6.058,6.311,5.96,12551693,3137445984.0,5.46,-5.68,-0.365,2.05,105.NVDA
2020-03-12,5.533,5.304,5.799,5.291,20413535,4597272320.0,8.39,-12.45,-0.754,3.33,105.NVDA
2020-03-13,5.659,5.917,5.922,5.386,15870943,3636693568.0,10.11,11.56,0.613,2.59,105.NVDA
2020-03-16,5.206,4.806,5.549,4.746,18174303,3846586288.0,13.57,-18.78,-1.111,2.97,105.NVDA
2020-03-17,4.919,5.328,5.418,4.671,20840799,4370186496.0,15.54,10.86,0.522,3.4,105.NVDA
2020-03-18,4.896,4.967,5.145,4.414,21856657,4286450416.0,13.72,-6.78,-0.361,3.57,105.NVDA
2020-03-19,4.945,5.22,5.314,4.731,19137847,3982964016.0,11.74,5.09,0.253,3.12,105.NVDA
2020-03-20,5.371,5.04,5.654,5.024,20115854,4382121216.0,12.07,-3.45,-0.18,3.28,105.NVDA
2020-03-23,5.039,5.213,5.308,4.859,16096866,3362761216.0,8.91,3.43,0.173,2.62,105.NVDA
2020-03-24,5.621,6.126,6.213,5.597,27541095,6744317952.0,11.82,17.51,0.913,4.48,105.NVDA
2020-03-25,6.241,6.037,6.442,5.988,19835767,5039301120.0,7.41,-1.45,-0.089,3.22,105.NVDA
2020-03-26,6.245,6.327,6.452,6.146,17439692,4466308352.0,5.07,4.8,0.29,2.84,105.NVDA
2020-03-27,6.146,6.214,6.474,6.113,15970744,4080385648.0,5.71,-1.79,-0.113,2.6,105.NVDA
2020-03-30,6.28,6.536,6.545,6.236,15056253,3947822960.0,4.97,5.18,0.322,2.45,105.NVDA
2020-03-31,6.576,6.486,6.781,6.34,23749014,6331206656.0,6.75,-0.76,-0.05,3.86,105.NVDA
2020-04-01,6.287,5.973,6.434,5.928,16422828,4128792720.0,7.8,-7.91,-0.513,2.67,105.NVDA
2020-04-02,6.002,6.283,6.296,5.954,16894113,4226795584.0,5.73,5.19,0.31,2.75,105.NVDA
2020-04-03,6.245,5.994,6.287,5.856,16580346,4054062880.0,6.86,-4.6,-0.289,2.7,105.NVDA
2020-04-06,6.277,6.606,6.643,6.219,18197062,4774142720.0,7.07,10.21,0.612,2.96,105.NVDA
2020-04-07,6.829,6.372,6.852,6.329,19613047,5216951040.0,7.92,-3.54,-0.234,3.19,105.NVDA
2020-04-08,6.481,6.57,6.595,6.411,13561113,3595427264.0,2.89,3.11,0.198,2.2,105.NVDA
2020-04-09,6.696,6.47,6.719,6.407,13156195,3485087968.0,4.75,-1.52,-0.1,2.14,105.NVDA
2020-04-13,6.41,6.642,6.651,6.321,9960182,2640625840.0,5.1,2.66,0.172,1.62,105.NVDA
2020-04-14,6.771,6.995,7.029,6.743,13273667,3737562832.0,4.31,5.31,0.353,2.16,105.NVDA
2020-04-15,6.826,6.917,7.0,6.781,9153721,2563875760.0,3.13,-1.12,-0.078,1.49,105.NVDA
2020-04-16,7.073,7.264,7.371,7.06,18640510,5464750080.0,4.5,5.02,0.347,3.03,105.NVDA
2020-04-17,7.346,7.204,7.368,7.07,13478049,3935258848.0,4.1,-0.83,-0.06,2.19,105.NVDA
2020-04-20,7.077,7.072,7.234,7.028,11234705,3251874416.0,2.86,-1.83,-0.132,1.83,105.NVDA
2020-04-21,6.954,6.634,7.015,6.574,18378996,5025118464.0,6.24,-6.19,-0.438,2.99,105.NVDA
2020-04-22,6.827,7.05,7.093,6.781,12118228,3434307360.0,4.7,6.27,0.416,1.97,105.NVDA
2020-04-23,7.092,6.996,7.225,6.971,10603988,3056198720.0,3.6,-0.77,-0.054,1.72,105.NVDA
2020-04-24,6.986,7.136,7.138,6.911,8816137,2522355504.0,3.24,2.0,0.14,1.43,105.NVDA
2020-04-27,7.271,7.323,7.484,7.246,11984699,3578679824.0,3.34,2.62,0.187,1.95,105.NVDA
2020-04-28,7.471,7.18,7.501,7.175,11072603,3278157008.0,4.45,-1.95,-0.143,1.8,105.NVDA
2020-04-29,7.315,7.358,7.411,7.24,9479047,2824796864.0,2.38,2.48,0.178,1.54,105.NVDA
2020-04-30,7.303,7.203,7.358,7.189,9397943,2763941648.0,2.3,-2.11,-0.155,1.53,105.NVDA
2020-05-01,7.005,6.966,7.119,6.917,8552445,2428108480.0,2.8,-3.29,-0.237,1.39,105.NVDA
2020-05-04,6.918,7.178,7.192,6.918,7938880,2288320096.0,3.93,3.04,0.212,1.29,105.NVDA
2020-05-05,7.283,7.24,7.403,7.178,9222391,2729862416.0,3.13,0.86,0.062,1.5,105.NVDA
2020-05-06,7.319,7.341,7.446,7.281,8086639,2421096448.0,2.28,1.4,0.101,1.31,105.NVDA
2020-05-07,7.481,7.518,7.581,7.429,9343263,2847261712.0,2.07,2.41,0.177,1.52,105.NVDA
2020-05-08,7.59,7.709,7.715,7.556,8497678,2641230624.0,2.11,2.54,0.191,1.38,105.NVDA
2020-05-11,7.704,7.962,8.009,7.675,11726504,3763474400.0,4.33,3.28,0.253,1.91,105.NVDA
2020-05-12,8.02,7.699,8.069,7.689,12326482,3953550928.0,4.77,-3.3,-0.263,2.0,105.NVDA
2020-05-13,7.814,7.676,7.975,7.491,15646252,4905529344.0,6.29,-0.3,-0.023,2.54,105.NVDA
2020-05-14,7.738,7.927,7.932,7.584,15057809,4734069504.0,4.53,3.27,0.251,2.45,105.NVDA
2020-05-15,7.786,8.387,8.397,7.77,24691543,8087292672.0,7.91,5.8,0.46,4.01,105.NVDA
2020-05-18,8.657,8.646,8.813,8.577,19410086,6815639808.0,2.81,3.09,0.259,3.16,105.NVDA
2020-05-19,8.686,8.702,8.984,8.659,17933049,6436081664.0,3.76,0.65,0.056,2.92,105.NVDA
2020-05-20,8.887,8.866,8.939,8.785,14688405,5262275840.0,1.77,1.88,0.164,2.39,105.NVDA
2020-05-21,8.948,8.671,8.949,8.634,19026741,6753032960.0,3.55,-2.2,-0.195,3.09,105.NVDA
2020-05-22,8.721,8.922,8.989,8.609,25969125,9336888320.0,4.38,2.89,0.251,4.22,105.NVDA
2020-05-26,9.053,8.614,9.078,8.568,19269476,6823177728.0,5.72,-3.45,-0.308,3.13,105.NVDA
2020-05-27,8.521,8.421,8.529,7.893,29397306,9780219648.0,7.38,-2.24,-0.193,4.78,105.NVDA
2020-05-28,8.308,8.383,8.657,8.275,18403204,6354188288.0,4.54,-0.45,-0.038,2.99,105.NVDA
2020-05-29,8.451,8.772,8.772,8.381,18647994,6470575616.0,4.66,4.64,0.389,3.03,105.NVDA
2020-06-01,8.729,8.702,8.737,8.586,9762775,3426273664.0,1.72,-0.8,-0.07,1.59,105.NVDA
2020-06-02,8.692,8.721,8.733,8.554,9783014,3423631952.0,2.06,0.22,0.019,1.59,105.NVDA
2020-06-03,8.718,8.666,8.762,8.596,9135972,3205403152.0,1.9,-0.63,-0.055,1.49,105.NVDA
2020-06-04,8.628,8.667,8.843,8.578,10606960,3734058976.0,3.06,0.01,0.001,1.72,105.NVDA
2020-06-05,8.695,8.82,8.897,8.608,12043651,4281711936.0,3.33,1.77,0.153,1.96,105.NVDA
2020-06-08,8.777,8.705,8.79,8.586,9693431,3397443856.0,2.31,-1.3,-0.115,1.58,105.NVDA
2020-06-09,8.7,8.946,9.01,8.651,11712221,4220685088.0,4.12,2.77,0.241,1.9,105.NVDA
2020-06-10,9.068,9.267,9.4,9.054,15804537,5930354432.0,3.87,3.59,0.321,2.57,105.NVDA
2020-06-11,9.05,8.696,9.161,8.686,14591256,5266670592.0,5.13,-6.16,-0.571,2.37,105.NVDA
2020-06-12,9.063,8.833,9.087,8.603,14272704,5106934016.0,5.57,1.58,0.137,2.32,105.NVDA
2020-06-15,8.715,9.074,9.082,8.644,10000054,3614187024.0,4.96,2.73,0.241,1.63,105.NVDA
2020-06-16,9.125,8.969,9.167,8.739,13392875,4844837888.0,4.72,-1.16,-0.105,2.18,105.NVDA
2020-06-17,9.014,9.136,9.199,8.97,10207641,3754467024.0,2.55,1.86,0.167,1.66,105.NVDA
2020-06-18,9.127,9.118,9.183,9.015,6360238,2338116160.0,1.84,-0.2,-0.018,1.03,105.NVDA
2020-06-19,9.143,9.161,9.345,9.127,13104013,4886677760.0,2.39,0.47,0.043,2.13,105.NVDA
2020-06-22,9.2,9.427,9.431,9.173,9961662,3762141552.0,2.82,2.9,0.266,1.62,105.NVDA
2020-06-23,9.451,9.35,9.543,9.308,9377685,3576377056.0,2.49,-0.82,-0.077,1.52,105.NVDA
2020-06-24,9.376,9.136,9.457,9.045,11234272,4187008336.0,4.41,-2.29,-0.214,1.83,105.NVDA
2020-06-25,9.256,9.39,9.405,9.082,9401800,3520291456.0,3.54,2.78,0.254,1.53,105.NVDA
2020-06-26,9.4,9.055,9.4,9.025,14802144,5460342784.0,3.99,-3.57,-0.335,2.41,105.NVDA
2020-06-29,9.07,9.1,9.105,8.8,8556203,3112176944.0,3.37,0.5,0.045,1.39,105.NVDA
2020-06-30,9.214,9.398,9.426,9.167,9197300,3479552960.0,2.85,3.27,0.298,1.5,105.NVDA
2020-07-01,9.421,9.43,9.476,9.313,8166170,3108914400.0,1.73,0.34,0.032,1.33,105.NVDA
2020-07-02,9.539,9.512,9.638,9.478,9101352,3515703488.0,1.7,0.87,0.082,1.48,105.NVDA
2020-07-06,9.642,9.739,9.809,9.613,7897343,3101612656.0,2.06,2.39,0.227,1.28,105.NVDA
2020-07-07,9.846,9.772,9.97,9.751,8944993,3568253584.0,2.25,0.34,0.033,1.45,105.NVDA
2020-07-08,9.894,10.116,10.125,9.866,9137013,3691399472.0,2.65,3.52,0.344,1.49,105.NVDA
2020-07-09,10.28,10.409,10.47,10.134,12363680,5151351296.0,3.32,2.9,0.293,2.01,105.NVDA
2020-07-10,10.489,10.379,10.555,10.279,12441869,5228212736.0,2.65,-0.29,-0.03,2.02,105.NVDA
2020-07-13,10.495,9.952,10.692,9.925,11426874,4790996736.0,7.39,-4.11,-0.427,1.86,105.NVDA
2020-07-14,9.975,10.277,10.303,9.686,13566855,5498962944.0,6.2,3.27,0.325,2.21,105.NVDA
2020-07-15,10.314,10.127,10.333,9.956,10099623,4133367824.0,3.67,-1.46,-0.15,1.64,105.NVDA
2020-07-16,9.915,10.035,10.107,9.796,8624118,3469695696.0,3.07,-0.91,-0.092,1.4,105.NVDA
2020-07-17,10.126,10.102,10.149,9.988,6657116,2711223312.0,1.6,0.67,0.067,1.08,105.NVDA
2020-07-20,10.174,10.411,10.431,10.057,7121271,2958383040.0,3.7,3.06,0.309,1.16,105.NVDA
2020-07-21,10.413,10.229,10.46,10.187,6941671,2882756624.0,2.62,-1.75,-0.182,1.13,105.NVDA
2020-07-22,10.268,10.339,10.503,10.192,9182271,3840274896.0,3.04,1.08,0.11,1.49,105.NVDA
2020-07-23,10.35,10.03,10.447,9.931,10291532,4231299456.0,4.99,-2.99,-0.309,1.67,105.NVDA
2020-07-24,9.775,10.095,10.265,9.677,11832300,4806363904.0,5.86,0.65,0.065,1.92,105.NVDA
2020-07-27,10.132,10.322,10.342,10.118,7303255,3026902944.0,2.22,2.25,0.227,1.18,105.NVDA
2020-07-28,10.274,10.116,10.282,10.109,6790901,2796294592.0,1.68,-2.0,-0.206,1.1,105.NVDA
2020-07-29,10.291,10.366,10.416,10.247,7112692,2974830528.0,1.67,2.47,0.25,1.15,105.NVDA
2020-07-30,10.275,10.514,10.523,10.195,7722004,3239957104.0,3.16,1.43,0.148,1.25,105.NVDA
2020-07-31,10.463,10.515,10.667,10.333,9657150,4079184832.0,3.18,0.01,0.001,1.57,105.NVDA
2020-08-03,10.633,10.91,10.999,10.615,10325456,4524044800.0,3.65,3.76,0.395,1.67,105.NVDA
2020-08-04,10.95,11.128,11.128,10.806,7758390,3450400992.0,2.95,2.0,0.218,1.26,105.NVDA
2020-08-05,11.144,11.187,11.272,11.066,6262493,2826533456.0,1.85,0.53,0.059,1.01,105.NVDA
2020-08-06,11.25,11.236,11.258,11.079,6107892,2757226592.0,1.6,0.44,0.049,0.99,105.NVDA
2020-08-07,11.213,11.1,11.405,10.938,8562899,3862662912.0,4.16,-1.21,-0.136,1.39,105.NVDA
2020-08-10,11.234,11.065,11.308,10.757,10694898,4775484672.0,4.96,-0.32,-0.035,1.73,105.NVDA
2020-08-11,10.974,10.75,11.037,10.696,8862763,3891165824.0,3.08,-2.85,-0.315,1.44,105.NVDA
2020-08-12,10.891,11.34,11.367,10.858,11623573,5253027072.0,4.73,5.49,0.59,1.88,105.NVDA
2020-08-13,11.446,11.343,11.622,11.256,9361489,4317582592.0,3.23,0.03,0.003,1.52,105.NVDA
2020-08-14,11.43,11.464,11.605,11.341,9160904,4232570464.0,2.33,1.07,0.121,1.48,105.NVDA
2020-08-17,11.751,12.237,12.31,11.717,15532523,7597648896.0,5.17,6.74,0.773,2.52,105.NVDA
2020-08-18,12.35,12.161,12.396,11.986,12586155,6173101312.0,3.35,-0.62,-0.076,2.04,105.NVDA
2020-08-19,12.197,12.039,12.215,11.998,15565558,7598287616.0,1.78,-1.0,-0.122,2.52,105.NVDA
2020-08-20,11.875,12.041,12.275,11.779,23034656,11223666688.0,4.12,0.02,0.002,3.73,105.NVDA
2020-08-21,12.102,12.584,12.709,12.095,24996738,12572079104.0,5.1,4.51,0.543,4.05,105.NVDA
2020-08-24,12.784,12.62,12.813,12.408,12264105,6228949504.0,3.22,0.29,0.036,1.99,105.NVDA
2020-08-25,12.531,12.65,12.661,12.474,7226920,3665538400.0,1.48,0.24,0.03,1.17,105.NVDA
2020-08-26,12.699,12.673,12.769,12.578,8031073,4101716320.0,1.51,0.18,0.023,1.3,105.NVDA
2020-08-27,12.682,12.528,12.75,12.467,7940073,4037345088.0,2.23,-1.14,-0.145,1.29,105.NVDA
2020-08-28,12.575,13.048,13.048,12.543,13428963,6981208832.0,4.03,4.15,0.52,2.18,105.NVDA
2020-08-31,13.083,13.275,13.475,12.938,12521030,6679982080.0,4.12,1.74,0.227,2.03,105.NVDA
2020-09-01,13.384,13.725,13.898,13.341,12811849,7061588736.0,4.2,3.39,0.45,2.08,105.NVDA
2020-09-02,14.608,14.251,14.631,13.804,21850322,12523577856.0,6.03,3.83,0.526,3.54,105.NVDA
2020-09-03,13.733,12.92,13.789,12.783,23628151,12543119872.0,7.06,-9.34,-1.331,3.83,105.NVDA
2020-09-04,12.688,12.527,13.079,11.609,36592071,18103827968.0,11.38,-3.04,-0.393,5.93,105.NVDA
2020-09-08,11.639,11.817,12.454,11.608,19893237,9681668096.0,6.75,-5.67,-0.71,3.22,105.NVDA
2020-09-09,12.304,12.619,12.713,12.136,18404957,9271286784.0,4.88,6.79,0.802,2.98,105.NVDA
2020-09-10,12.893,12.216,12.969,12.071,17467111,8811663872.0,7.12,-3.19,-0.403,2.83,105.NVDA
2020-09-11,12.39,12.069,12.557,11.8,15923172,7796636928.0,6.2,-1.2,-0.147,2.58,105.NVDA
2020-09-14,12.985,12.776,13.219,12.535,30043624,15580090880.0,5.67,5.86,0.707,4.87,105.NVDA
2020-09-15,13.184,12.895,13.203,12.732,18188914,9459183360.0,3.69,0.93,0.119,2.95,105.NVDA
2020-09-16,12.861,12.419,12.997,12.418,13939985,7104499712.0,4.49,-3.69,-0.476,2.26,105.NVDA
2020-09-17,12.036,12.368,12.494,11.939,19812794,9804826112.0,4.47,-0.41,-0.051,3.21,105.NVDA
2020-09-18,12.498,12.093,12.537,11.893,17461548,8554629888.0,5.21,-2.22,-0.275,2.83,105.NVDA
2020-09-21,11.829,12.421,12.427,11.809,18026061,8799175680.0,5.11,2.71,0.328,2.92,105.NVDA
2020-09-22,12.479,12.542,12.552,12.06,16161302,8019451648.0,3.96,0.97,0.121,2.62,105.NVDA
2020-09-23,12.48,12.028,12.631,11.983,16175308,8041228544.0,5.17,-4.1,-0.514,2.62,105.NVDA
2020-09-24,11.976,12.252,12.474,11.918,18281008,9057391616.0,4.62,1.86,0.224,2.96,105.NVDA
2020-09-25,12.352,12.778,12.788,12.15,14700407,7425491456.0,5.21,4.29,0.526,2.38,105.NVDA
2020-09-28,12.944,12.939,12.956,12.654,14345228,7404065280.0,2.36,1.26,0.161,2.32,105.NVDA
2020-09-29,12.842,13.13,13.347,12.837,15575124,8234873856.0,3.94,1.48,0.191,2.52,105.NVDA
2020-09-30,13.062,13.435,13.527,13.054,17229603,9308779008.0,3.6,2.32,0.305,2.79,105.NVDA
2020-10-01,13.662,13.519,13.667,13.365,13125059,7137776384.0,2.25,0.63,0.084,2.13,105.NVDA
2020-10-02,13.129,12.966,13.424,12.955,13812397,7332100352.0,3.47,-4.09,-0.553,2.24,105.NVDA
2020-10-05,13.14,13.547,13.548,13.127,11995457,6493432320.0,3.25,4.48,0.581,1.94,105.NVDA
2020-10-06,13.734,13.641,14.046,13.569,19610496,10935756800.0,3.52,0.69,0.094,3.18,105.NVDA
2020-10-07,13.904,13.868,14.023,13.768,10452129,5843937536.0,1.87,1.66,0.227,1.69,105.NVDA
2020-10-08,13.979,13.743,13.989,13.662,9472522,5247738624.0,2.36,-0.9,-0.125,1.54,105.NVDA
2020-10-09,13.671,13.667,13.728,13.565,8672273,4762745088.0,1.19,-0.55,-0.076,1.41,105.NVDA
2020-10-12,13.894,14.13,14.251,13.817,10868595,6165577216.0,3.18,3.39,0.463,1.76,105.NVDA
2020-10-13,14.201,14.152,14.253,13.923,8615078,4894937856.0,2.34,0.16,0.022,1.4,105.NVDA
2020-10-14,14.195,13.999,14.247,13.864,6916178,3909646112.0,2.71,-1.08,-0.153,1.12,105.NVDA
2020-10-15,13.715,13.874,13.91,13.672,6680628,3717229728.0,1.7,-0.89,-0.125,1.08,105.NVDA
2020-10-16,13.941,13.716,14.026,13.697,6065990,3379481504.0,2.37,-1.14,-0.158,0.98,105.NVDA
2020-10-19,13.807,13.402,13.888,13.311,7451714,4081427840.0,4.21,-2.29,-0.314,1.21,105.NVDA
2020-10-20,13.488,13.55,13.704,13.411,5730301,3130697296.0,2.19,1.1,0.148,0.93,105.NVDA
2020-10-21,13.529,13.429,13.696,13.382,5489933,2986997552.0,2.32,-0.89,-0.121,0.89,105.NVDA
2020-10-22,13.427,13.265,13.516,13.136,7261986,3888773152.0,2.83,-1.22,-0.164,1.18,105.NVDA
2020-10-23,13.354,13.494,13.497,13.195,5837107,3147050704.0,2.28,1.73,0.229,0.95,105.NVDA
2020-10-26,13.331,13.045,13.597,12.943,8422358,4463958272.0,4.85,-3.33,-0.449,1.36,105.NVDA
2020-10-27,13.21,13.301,13.346,13.096,6262992,3341786560.0,1.92,1.96,0.256,1.01,105.NVDA
2020-10-28,13.102,12.531,13.164,12.513,9412952,4831013888.0,4.89,-5.79,-0.77,1.52,105.NVDA
2020-10-29,12.743,12.928,13.097,12.654,8002046,4164769216.0,3.54,3.17,0.397,1.29,105.NVDA
2020-10-30,12.754,12.438,12.841,12.204,10434900,5218852096.0,4.93,-3.79,-0.49,1.69,105.NVDA
2020-11-02,12.562,12.485,12.741,12.299,7491316,3775822160.0,3.55,0.38,0.047,1.21,105.NVDA
2020-11-03,12.613,12.924,13.009,12.507,6822527,3530515952.0,4.02,3.52,0.439,1.1,105.NVDA
2020-11-04,13.293,13.698,13.732,13.241,10255732,5598783744.0,3.8,5.99,0.774,1.66,105.NVDA
2020-11-05,14.067,14.064,14.243,13.895,7975708,4516828928.0,2.54,2.67,0.366,1.29,105.NVDA
2020-11-06,14.014,14.466,14.493,13.799,9583732,5499888128.0,4.93,2.86,0.402,1.55,105.NVDA
2020-11-09,14.457,13.535,14.596,13.515,14574447,8252559616.0,7.47,-6.44,-0.931,2.35,105.NVDA
